id;cie10;nombre;descripcion;fechaRegistro;estadoReg;edadFin;edadIni;flagSivigila;habilitadoMipres
8619;T930;Secuelas de herida de miembro inferior;Secuelas de herida de miembro inferior;19/07/2024;A;1;100;A;1
8620;T931;Secuelas de fractura del femur;Secuelas de fractura del femur;19/07/2024;A;1;100;A;1
8621;T932;Secuelas de otras fracturas de miembro inferior;Secuelas de otras fracturas de miembro inferior;19/07/2024;A;1;100;A;1
8622;T933;Secuelas de luxacion, torcedura y esguince de miembro inferior;Secuelas de luxacion, torcedura y esguince de miembro inferior;19/07/2024;A;1;100;A;1
8623;T934;Secuelas de traumatismo de nervio de miembro inferior;Secuelas de traumatismo de nervio de miembro inferior;19/07/2024;A;1;100;A;1
8624;T935;Secuelas de traumatismo de tendon y musculo de miembro inferior;Secuelas de traumatismo de tendon y musculo de miembro inferior;19/07/2024;A;1;100;A;1
8625;T936;Secuelas de aplastamiento y amputacion traumaticas de miembro inferior;Secuelas de aplastamiento y amputacion traumaticas de miembro inferior;19/07/2024;A;1;100;A;1
8626;T938;Secuelas de otros traumatismos especificados de miembro inferior;Secuelas de otros traumatismos especificados de miembro inferior;19/07/2024;A;1;100;A;1
8627;T939;Secuelas de traumatismo no especificado de miembro inferior;Secuelas de traumatismo no especificado de miembro inferior;19/07/2024;A;1;100;A;1
8628;T940;Secuelas de traumatismos que afectan  multiples regiones del cuerpo;Secuelas de traumatismos que afectan  multiples regiones del cuerpo;19/07/2024;A;1;100;A;1
8629;T941;Secuelas de traumatismos de regiones no especificadas del cuerpo;Secuelas de traumatismos de regiones no especificadas del cuerpo;19/07/2024;A;1;100;A;1
8630;T950;Secuelas de quemadura, corrosion y congelamiento de la cabeza y del cuello;Secuelas de quemadura, corrosion y congelamiento de la cabeza y del cuello;19/07/2024;A;1;100;A;1
8631;T951;Secuelas de quemadura, corrosion y congelamiento del tronco;Secuelas de quemadura, corrosion y congelamiento del tronco;19/07/2024;A;1;100;A;1
8632;T952;Secuelas de quemadura, corrosion y congelamiento de miembro superior;Secuelas de quemadura, corrosion y congelamiento de miembro superior;19/07/2024;A;1;100;A;1
8633;T953;Secuelas de quemadura, corrosion y congelamiento de miembro inferior;Secuelas de quemadura, corrosion y congelamiento de miembro inferior;19/07/2024;A;1;100;A;1
8634;T954;Secuelas de quemadura y corrosion clasificables solo de acuerdo con la extension de la superficie del cuerpo afectada;Secuelas de quemadura y corrosion clasificables solo de acuerdo con la extension de la superficie del cuerpo afectada;19/07/2024;A;1;100;A;1
8635;T958;Secuelas de otras quemaduras, corrosiones y congelamientos especificados;Secuelas de otras quemaduras, corrosiones y congelamientos especificados;19/07/2024;A;1;100;A;1
8636;T959;Secuelas de quemadura, corrosion y congelamiento no especificados;Secuelas de quemadura, corrosion y congelamiento no especificados;19/07/2024;A;1;100;A;1
8637;T96X;Secuelas de envenenamientos por drogas, medicamentos y sustancias biologicas;Secuelas de envenenamientos por drogas, medicamentos y sustancias biologicas;19/07/2024;A;1;100;A;1
8638;T97X;Secuelas de efectos  toxicos de sustancias de procedencia principalmente no medicinal;Secuelas de efectos  toxicos de sustancias de procedencia principalmente no medicinal;19/07/2024;A;1;100;A;1
8639;T980;Secuelas de efectos de cuerpos extranos que penetran en orificios naturales;Secuelas de efectos de cuerpos extranos que penetran en orificios naturales;19/07/2024;A;1;100;A;1
8640;T981;Secuelas de otros efectos y los no especificados de causas externas;Secuelas de otros efectos y los no especificados de causas externas;19/07/2024;A;1;100;A;1
8641;T982;Secuelas de ciertas complicaciones precoces de los traumatismos;Secuelas de ciertas complicaciones precoces de los traumatismos;19/07/2024;A;1;100;A;1
8642;T983;Secuelas de complicaciones de la atencion medica y quirurgica, no clasificadas en otras parte;Secuelas de complicaciones de la atencion medica y quirurgica, no clasificadas en otras parte;19/07/2024;A;1;100;A;1
8643;U049;Sindrome respiratorio agudo grave [SRAG], no especificado;Sindrome respiratorio agudo grave [SRAG], no especificado;19/07/2024;A;1;100;A;1
8644;U060;Uso emergente de U06.0;Uso emergente de U06.0;19/07/2024;A;1;100;A;1
8645;U061;Uso emergente de U06.1;Uso emergente de U06.1;19/07/2024;A;1;100;A;1
8646;U062;Uso emergente de U06.2;Uso emergente de U06.2;19/07/2024;A;1;100;A;1
8647;U063;Uso emergente de U06.3;Uso emergente de U06.3;19/07/2024;A;1;100;A;1
8648;U064;Uso emergente de U06.4;Uso emergente de U06.4;19/07/2024;A;1;100;A;1
8649;U065;Uso emergente de U06.5;Uso emergente de U06.5;19/07/2024;A;1;100;A;1
8650;U066;Uso emergente de U06.6;Uso emergente de U06.6;19/07/2024;A;1;100;A;1
8651;U067;Uso emergente de U06.7;Uso emergente de U06.7;19/07/2024;A;1;100;A;1
8652;U068;Uso emergente de U06.8;Uso emergente de U06.8;19/07/2024;A;1;100;A;1
8653;U069;"Enfermedad por virus Zika, no especificado [Fiebre por virus Zika; Infeccion por el virus Zika; Encefalitis Zika]";"Enfermedad por virus Zika, no especificado [Fiebre por virus Zika; Infeccion por el virus Zika; Encefalitis Zika]";19/07/2024;A;1;100;A;0
8654;U070;Uso emergente de U07.0;Uso emergente de U07.0;19/07/2024;A;1;100;A;0
8655;U070;Trastorno relacionado con el vapeo;Trastorno relacionado con el vapeo;19/07/2024;A;1;100;A;1
8656;U071;COVID-19, virus identificado;COVID-19, virus identificado;19/07/2024;A;1;100;A;1
8657;U071;Uso emergente de U07.1;Uso emergente de U07.1;19/07/2024;A;1;100;A;0
8658;U072;Uso emergente de U07.2;Uso emergente de U07.2;19/07/2024;A;1;100;A;0
8659;U072;COVID-19, virus no identificado;COVID-19, virus no identificado;19/07/2024;A;1;100;A;1
8660;U073;Uso de emergencia de U07.3;Uso de emergencia de U07.3;19/07/2024;A;1;100;A;1
8661;U073;Uso emergente de U07.3;Uso emergente de U07.3;19/07/2024;A;1;100;A;0
8662;U074;Uso emergente de U07.4;Uso emergente de U07.4;19/07/2024;A;1;100;A;0
8663;U074;Uso de emergencia de U07.4;Uso de emergencia de U07.4;19/07/2024;A;1;100;A;1
8664;U075;Uso de emergencia de U07.5;Uso de emergencia de U07.5;19/07/2024;A;1;100;A;1
8665;U075;Uso emergente de U07.5;Uso emergente de U07.5;19/07/2024;A;1;100;A;0
8666;U076;Uso emergente de U07.6;Uso emergente de U07.6;19/07/2024;A;1;100;A;0
8667;U076;Uso de emergencia de U07.6;Uso de emergencia de U07.6;19/07/2024;A;1;100;A;1
8668;U077;Uso de emergencia de U07.7;Uso de emergencia de U07.7;19/07/2024;A;1;100;A;1
8669;U077;Uso emergente de U07.7;Uso emergente de U07.7;19/07/2024;A;1;100;A;0
8670;U078;Uso emergente de U07.8;Uso emergente de U07.8;19/07/2024;A;1;100;A;0
8671;U078;Uso de emergencia de U07.8;Uso de emergencia de U07.8;19/07/2024;A;1;100;A;1
8672;U079;Uso de emergencia de U07.9;Uso de emergencia de U07.9;19/07/2024;A;1;100;A;1
8673;U079;Uso emergente de U07.9;Uso emergente de U07.9;19/07/2024;A;1;100;A;0
8674;U089;Historia personal de COVID-19, no especificada;Historia personal de COVID-19, no especificada;19/07/2024;A;1;100;A;1
8675;U099;Condicion de salud posterior a COVID-19, no especificada;Condicion de salud posterior a COVID-19, no especificada;19/07/2024;A;1;100;A;1
8676;U109;Sindrome inflamatorio multisistemico asociado con COVID-19, no especificado;Sindrome inflamatorio multisistemico asociado con COVID-19, no especificado;19/07/2024;A;1;100;A;1
8677;U119;Necesidad de Inmunizacion contra COVID-19, no especificada;Necesidad de Inmunizacion contra COVID-19, no especificada;19/07/2024;A;1;100;A;1
8678;U129;Vacunas COVID-19 que causan efectos adversos en uso terapeutico, no especificados;Vacunas COVID-19 que causan efectos adversos en uso terapeutico, no especificados;19/07/2024;A;1;100;A;1
8679;U800;Agente bacteriano resistente a penicilina ;Agente bacteriano resistente a penicilina ;19/07/2024;A;1;100;A;0
8680;U801;Agente bacteriano resistente a meticilina;Agente bacteriano resistente a meticilina;19/07/2024;A;1;100;A;0
8681;U808;Agente bacteriano resistente a otro antibiotico similar a la penicilina;Agente bacteriano resistente a otro antibiotico similar a la penicilina;19/07/2024;A;1;100;A;0
8682;U810;Agente bacteriano resistente a vancomicina;Agente bacteriano resistente a vancomicina;19/07/2024;A;1;100;A;0
8683;U818;Agente bacteriano resistente a otro antibiotico similar a la vancomicina;Agente bacteriano resistente a otro antibiotico similar a la vancomicina;19/07/2024;A;1;100;A;0
8684;U820;Resistencia a penicilina;Resistencia a penicilina;19/07/2024;A;1;100;A;1
8685;U821;Resistencia a meticilina;Resistencia a meticilina;19/07/2024;A;1;100;A;1
8686;U822;Resistencia a betalactamasa de espectro extendido (BLEE);Resistencia a betalactamasa de espectro extendido (BLEE);19/07/2024;A;1;100;A;1
8687;U828;Resistencia a otros antibioticos betalactamicos;Resistencia a otros antibioticos betalactamicos;19/07/2024;A;1;100;A;1
8688;U829;Resistencia a antibioticos betalactamicos, no especificados;Resistencia a antibioticos betalactamicos, no especificados;19/07/2024;A;1;100;A;1
8689;U830;Resistencia a vancomicina;Resistencia a vancomicina;19/07/2024;A;1;100;A;1
8690;U831;Resistencia a otros antibioticos similares a vancomicina;Resistencia a otros antibioticos similares a vancomicina;19/07/2024;A;1;100;A;1
8691;U832;Resistencia a quinolonas;Resistencia a quinolonas;19/07/2024;A;1;100;A;1
8692;U837;Resistencia a mUltiples antibioticos;Resistencia a mUltiples antibioticos;19/07/2024;A;1;100;A;1
8693;U838;Resistencia a otros antibioticos Unicos especificados;Resistencia a otros antibioticos Unicos especificados;19/07/2024;A;1;100;A;1
8694;U839;Resistencia a antibioticos no especificados;Resistencia a antibioticos no especificados;19/07/2024;A;1;100;A;1
8695;U840;Resistencia a drogas antiparasitarias;Resistencia a drogas antiparasitarias;19/07/2024;A;1;100;A;1
8696;U841;Resistencia a drogas antimicoticas;Resistencia a drogas antimicoticas;19/07/2024;A;1;100;A;1
8697;U842;Resistencia a drogas antivirales;Resistencia a drogas antivirales;19/07/2024;A;1;100;A;1
8698;U843;Resistencia a drogas antituberculosas;Resistencia a drogas antituberculosas;19/07/2024;A;1;100;A;1
8699;U847;Resistencia a mUltiples drogas antimicrobianas;Resistencia a mUltiples drogas antimicrobianas;19/07/2024;A;1;100;A;1
8700;U848;Resistencia a otras drogas antimicrobianas especificadas;Resistencia a otras drogas antimicrobianas especificadas;19/07/2024;A;1;100;A;1
8701;U849;Resistencia a drogas antimicrobianas no especificadas;Resistencia a drogas antimicrobianas no especificadas;19/07/2024;A;1;100;A;1
8702;U85X;Resistencia a drogas antineoplasicas;Resistencia a drogas antineoplasicas;19/07/2024;A;1;100;A;1
8703;U88X;Agente bacteriano resistente a multiples antibioticos;Agente bacteriano resistente a multiples antibioticos;19/07/2024;A;1;100;A;0
8704;U898;Agente bacteriano resistente a otro antibiotico unico especificado;Agente bacteriano resistente a otro antibiotico unico especificado;19/07/2024;A;1;100;A;0
8705;U899;Agente bacteriano resistente a antibiotico no especificado;Agente bacteriano resistente a antibiotico no especificado;19/07/2024;A;1;100;A;0
8706;V010;Peaton lesionado por colision con vehiculo de pedal, accidente no de transito;Peaton lesionado por colision con vehiculo de pedal, accidente no de transito;19/07/2024;A;1;100;A;1
8707;V011;Peaton lesionado por colision con vehiculo de pedal, accidente de transito;Peaton lesionado por colision con vehiculo de pedal, accidente de transito;19/07/2024;A;1;100;A;1
8708;V019;Peaton lesionado por colision con vehiculo de pedal, accidente no especificado como de transito o no de transito;Peaton lesionado por colision con vehiculo de pedal, accidente no especificado como de transito o no de transito;19/07/2024;A;1;100;A;1
8709;V020;Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas, accidente no de transito;Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas, accidente no de transito;19/07/2024;A;1;100;A;1
8710;V021;Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas, accidente de transito;Peaton lesionado por colision con vehiculo de motor de dos o tres ruedas, accidente de transito;19/07/2024;A;1;100;A;1
8711;V029;Peaton lesionado por colision con vehiculo  de motor de dos o tres ruedas, accidente no especificado como de transito o no de transito;Peaton lesionado por colision con vehiculo  de motor de dos o tres ruedas, accidente no especificado como de transito o no de transito;19/07/2024;A;1;100;A;1
8712;V030;Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente no de transito;Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente no de transito;19/07/2024;A;1;100;A;1
8713;V031;Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente de transito;Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente de transito;19/07/2024;A;1;100;A;1
8714;V039;Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente no especificado como de transito o no de transito;Peaton lesionado por colision con automovil, camioneta o furgoneta, accidente no especificado como de transito o no de transito;19/07/2024;A;1;100;A;1
8715;V040;Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente no de transito;Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente no de transito;19/07/2024;A;1;100;A;1
8716;V041;Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente de transito;Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente de transito;19/07/2024;A;1;100;A;1
8717;V049;Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente no especificado como de transito o no de transito;Peaton lesionado por colision con vehiculo de transporte pesado o autobus, accidente no especificado como de transito o no de transito;19/07/2024;A;1;100;A;1
8718;V050;Peaton lesionado por colision con tren o vehiculo de rieles, accidente no de transito;Peaton lesionado por colision con tren o vehiculo de rieles, accidente no de transito;19/07/2024;A;1;100;A;1
8719;V051;Peaton lesionado por colision con tren o vehiculo de rieles, accidente de transito;Peaton lesionado por colision con tren o vehiculo de rieles, accidente de transito;19/07/2024;A;1;100;A;1
8720;V059;Peaton lesionado por colision con tren o vehiculo de rieles, accidente no especificado como de transito o no de transito;Peaton lesionado por colision con tren o vehiculo de rieles, accidente no especificado como de transito o no de transito;19/07/2024;A;1;100;A;1
8721;V060;Peaton lesionado por colision con otros vehiculos sin motor, accidente no de transito;Peaton lesionado por colision con otros vehiculos sin motor, accidente no de transito;19/07/2024;A;1;100;A;1
8722;V061;Peaton lesionado por colision con otros vehiculos sin motor, accidente de transito;Peaton lesionado por colision con otros vehiculos sin motor, accidente de transito;19/07/2024;A;1;100;A;1
8723;V069;Peaton lesionado por colision con otros vehiculos sin motor, accidente no especificado como de transito o no de transito;Peaton lesionado por colision con otros vehiculos sin motor, accidente no especificado como de transito o no de transito;19/07/2024;A;1;100;A;1
8724;V090;Peaton lesionado en accidente no de transito que involucra otros vehiculos de motor, y los no especificados;Peaton lesionado en accidente no de transito que involucra otros vehiculos de motor, y los no especificados;19/07/2024;A;1;100;A;1
8725;V091;Peaton lesionado en accidente no de transito no especificado;Peaton lesionado en accidente no de transito no especificado;19/07/2024;A;1;100;A;1
8726;V092;Peaton lesionado en accidente de transito que involucra otros vehiculos de motor, y los no especificados;Peaton lesionado en accidente de transito que involucra otros vehiculos de motor, y los no especificados;19/07/2024;A;1;100;A;1
8727;V093;Peaton lesionado en accidente de transito no especificado;Peaton lesionado en accidente de transito no especificado;19/07/2024;A;1;100;A;1
